"id","x","y","Categories","Year","Area (m2)","Population","Female","Male","Population Density","Household (person)","Per Capita Income","Housing Unit Prices For Sale","Housing Unit Prices For Rent","Commercial Property Unit Prices For Sale","Commercial Property Unit Prices For Rent","nearest2009_1","nearest2009_2","nearest2009_3","nearest2009_4","nearest2009_5","nearest2013_1","nearest2013_2","nearest2013_3","nearest2013_4","nearest2013_5","nearest2020_1","nearest2020_2","nearest2020_3","nearest2020_4","nearest2020_5","x_coord","y_coord"
35,"405784.602","4546146.599",18,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,9,3,12,18,16,9,3,12,18,24,9,3,9,10,"41.044737","28.879442"
36,"405789.364","4546138.926",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,25,9,16,2,18,16,9,20,2,13,24,9,20,2,"41.044669","28.8795"
37,"405797.434","4546116.833",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,9,10,12,16,12,9,10,12,18,12,9,10,12,18,"41.044471","28.879599"
38,"405799.419","4546110.086",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,9,1,10,12,22,9,1,10,12,18,9,1,10,12,18,"41.04441","28.879624"
39,"405801.006","4546106.647",9,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,10,12,1,10,12,10,12,1,16,12,10,12,1,16,"41.04438","28.879643"
40,"405802.858","4546102.413",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,9,12,10,1,12,9,12,16,1,12,9,12,16,1,"41.044342","28.879666"
41,"405804.313","4546100.561",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,9,10,12,1,10,9,16,12,1,10,9,16,12,1,"41.044325","28.879684"
42,"405807.462","4546092.888",16,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,10,22,9,12,12,10,22,9,12,12,10,22,9,12,"41.044257","28.879722"
43,"405812.86","4546080.823",22,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,4,10,12,2,10,2,16,12,2,10,2,16,12,2,10,"41.044149","28.879788"
44,"405816.828","4546072.727",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,2,10,2,1,22,2,16,2,1,22,20,16,2,1,"41.044076","28.879837"
45,"405824.131","4546059.392",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,1,25,4,22,2,1,4,2,22,2,1,4,2,22,"41.043397","28.87993"
46,"405826.988","4546051.931",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,25,2,2,4,1,4,2,2,2,1,4,20,3,2,"41.043397","28.87993"
47,"405828.258","4546049.232",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,25,2,2,26,2,4,2,2,26,2,4,20,3,20,"41.043397","28.87993"
48,"405829.211","4546045.898",4,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,2,2,2,26,1,2,2,2,26,1,2,20,3,20,"41.043397","28.87993"
49,"405834.926","4546031.77",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,23,10,25,10,26,23,23,4,10,20,23,30,4,2,"41.043397","28.87993"
50,"405836.672","4546026.531",26,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,2,10,10,25,23,2,23,10,4,23,3,30,2,4,"41.043397","28.87993"
51,"405838.895","4546021.768",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,10,26,2,10,23,10,26,2,10,30,2,20,3,10,"41.043096","28.8801"
52,"405840.165","4546019.863",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,10,26,2,10,23,10,26,2,10,23,2,20,3,10,"41.043096","28.8801"
53,"405840.165","4546018.117",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,23,26,2,10,23,23,26,2,10,30,23,20,3,10,"41.043096","28.8801"
54,"405847.15","4546000.654",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,1,4,5,10,23,1,23,5,10,23,1,12,5,2,"41.043019","28.880149"
55,"405847.308","4545998.749",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,1,4,5,20,10,1,23,5,20,10,1,12,5,23,"41.043019","28.880149"
56,"405848.42","4545997.479",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,10,4,5,20,23,10,23,5,20,23,10,12,5,23,"41.043019","28.880149"
57,"405849.108","4545994.887",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,20,10,5,20,1,23,10,5,20,1,23,10,5,23,"41.043019","28.880149"
58,"405851.383","4545986.579",5,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,4,1,20,10,20,23,1,23,10,23,12,1,23,10,"41.043019","28.880149"
59,"405853.923","4545980.652",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,5,10,4,3,1,5,10,23,3,1,5,28,12,3,1,"41.043019","28.880149"
60,"405858.156","4545970.069",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,20,5,16,12,3,20,5,20,3,3,23,5,20,3,"41.042615","28.880345"
61,"405859.638","4545964.142",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,16,20,22,12,10,20,20,3,3,28,20,23,3,3,"41.042615","28.880345"
62,"405865.565","4545951.442",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,3,12,10,29,20,3,12,10,29,12,3,29,28,29,"41.042517","28.880402"
63,"405868.528","4545941.917",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,16,29,28,25,12,20,29,1,10,29,20,29,1,23,"41.042398","28.880472"
64,"405870.645","4545936.414",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,29,28,25,16,20,29,1,10,20,12,29,1,23,20,"41.042398","28.880472"
65,"405872.55","4545930.063",29,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,28,12,25,20,23,1,12,10,20,23,1,29,23,12,16,"41.042333","28.880507"
66,"405874.455","4545926.677",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,29,23,12,16,10,29,23,12,20,23,29,16,29,10,"41.042285","28.880536"
67,"405875.725","4545924.137",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,28,29,23,16,12,1,29,23,20,12,1,29,16,10,29,"41.04225","28.880556"
68,"405878.053","4545917.998",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,25,28,29,12,20,10,1,29,12,10,23,1,29,29,"41.042095","28.880591"
69,"405878.688","4545915.247",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,25,28,29,20,23,10,1,29,20,16,23,1,29,10,"41.042095","28.880591"
70,"405890.33","4545877.358",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,4,20,20,20,4,23,20,20,28,22,23,20,20,28,19,"41.04186","28.880725"
71,"405891.176","4545874.607",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,20,20,4,20,10,20,20,22,28,10,20,20,19,28,"41.04186","28.880725"
72,"405893.716","4545866.563",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,4,10,23,10,20,23,10,23,3,20,23,10,10,9,"41.04186","28.880725"
73,"405894.986","4545862.118",20,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,20,4,10,10,23,20,23,3,10,4,20,23,9,10,23,"41.04186","28.880725"
74,"405901.548","4545849.418",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,25,7,10,20,4,10,21,10,20,23,4,21,10,20,"41.041646","28.880811"
75,"405903.03","4545844.55",4,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,10,7,10,4,10,3,21,10,4,4,9,21,10,4,"41.041646","28.880811"
76,"405903.876","4545842.01",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,7,10,4,10,4,21,10,4,3,23,21,10,4,9,"41.041646","28.880811"
77,"405904.723","4545839.47",21,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,25,4,23,10,10,10,4,4,3,10,4,4,23,9,"41.041646","28.880811"
78,"405905.781","4545838.2",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,7,4,25,23,10,21,4,10,4,3,21,4,4,23,9,"41.041646","28.880811"
79,"405906.416","4545836.083",4,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,7,25,23,10,10,21,10,4,3,10,21,4,23,9,"41.041646","28.880811"
80,"405911.073","4545823.383",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,4,10,7,10,16,4,10,21,23,10,4,10,21,2,"41.041374","28.880961"
81,"405911.92","4545817.668",16,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,10,4,10,7,10,23,4,10,21,2,2,4,10,21,"41.041374","28.880961"
82,"405916.788","4545806.027",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,10,16,4,10,16,10,20,4,10,10,2,20,4,10,"41.041209","28.881057"
83,"405939.013","4545749.723",16,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,26,1,10,18,10,26,1,10,12,10,26,1,10,12,"41.040673","28.881327"
84,"405940.283","4545746.336",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,26,18,1,10,16,26,12,1,10,3,26,12,1,10,"41.040673","28.881327"
85,"405945.363","4545729.191",26,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,12,2,10,10,12,12,2,10,10,12,26,2,10,10,"41.040563","28.881406"
86,"405946.421","4545725.593",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,12,2,3,10,26,12,2,3,10,26,26,2,3,10,"41.040563","28.881406"
87,"405948.961","4545720.09",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,18,26,3,11,2,12,26,3,14,2,12,26,3,7,"41.040459","28.88146"
88,"405950.866","4545715.01",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,3,18,11,13,12,3,12,14,13,26,3,12,7,13,"41.040459","28.88146"
89,"405956.793","4545710.141",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,2,13,3,12,14,2,13,3,12,7,2,13,3,26,"41.04022","28.88156"
90,"405957.64","4545705.908",14,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,13,3,3,2,9,13,3,3,2,9,13,3,3,2,9,"41.040167","28.88157"
91,"405957.852","4545702.521",13,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,3,3,9,2,14,3,3,9,2,7,3,3,9,2,"41.040167","28.88157"
92,"405958.91","4545700.193",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,13,11,9,3,11,13,14,9,3,25,13,7,9,3,28,"41.040008","28.881579"
93,"405960.603","4545694.055",9,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,11,13,23,11,3,25,13,23,14,3,28,13,23,7,"41.039879","28.881606"
94,"405962.297","4545687.281",25,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,9,29,10,3,23,9,29,10,3,23,9,29,10,3,"41.0398","28.881623"
95,"405962.085","4545684.741",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,29,9,10,4,25,29,9,10,28,28,29,9,10,1,"41.0398","28.881623"
96,"405963.778","4545679.873",29,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,23,11,4,25,10,23,25,28,25,10,23,28,1,25,"41.039508","28.881625"
97,"405964.837","4545676.275",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,4,25,23,2,29,28,25,23,2,29,1,25,23,15,"41.039508","28.881625"
98,"405966.318","4545671.195",28,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,10,2,29,23,25,10,2,29,23,25,10,15,29,23,"41.039508","28.881625"
99,"405966.953","4545668.443",25,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,4,10,29,3,2,28,10,29,3,15,1,10,29,20,"41.039508","28.881625"
100,"405967.377","4545666.115",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,25,4,10,29,3,25,28,10,29,3,25,1,10,29,20,"41.039508","28.881625"
101,"405970.975","4545652.568",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,27,18,2,25,10,28,12,2,25,10,28,18,15,25,20,"41.039508","28.881625"
102,"405971.187","4545647.7",28,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,18,10,12,12,3,12,10,3,12,20,18,20,3,12,"41.039508","28.881625"
103,"405973.092","4545641.561",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,27,10,3,11,12,28,10,3,10,3,28,20,20,10,3,"41.039508","28.881625"
104,"405974.573","4545635.423",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,18,11,27,16,18,12,10,28,16,18,18,10,28,16,18,"41.039508","28.881625"
105,"405976.267","4545626.956",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,10,12,18,18,16,10,2,12,18,16,20,2,18,18,"41.039508","28.881625"
106,"405976.902","4545621.03",16,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,11,12,10,22,3,10,2,10,12,3,10,2,20,28,3,"41.039508","28.881625"
107,"405979.018","4545613.833",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,11,29,21,3,16,10,29,21,3,16,10,22,21,3,"41.039508","28.881625"
108,"405982.405","4545599.228",29,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,21,6,12,13,23,21,6,2,13,23,21,29,2,3,2,"41.039508","28.881625"
109,"405983.675","4545595.629",21,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,6,13,12,23,29,6,13,2,23,22,29,3,2,2,"41.039508","28.881625"
110,"405985.368","4545590.126",6,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,21,29,13,22,23,21,29,13,22,23,21,22,3,4,2,"41.039508","28.881625"
111,"405988.543","4545578.696",13,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,6,21,29,29,22,6,21,29,29,4,29,21,22,29,"41.039508","28.881625"
112,"405989.602","4545574.039",22,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,13,6,29,1,21,13,6,29,1,21,3,29,29,12,21,"41.03886","28.881979"
113,"405992.353","4545557.529",29,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,19,22,13,12,1,19,22,13,12,12,14,4,3,12,"41.038837","28.882001"
114,"405993.412","4545553.719",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,19,22,13,12,29,19,22,13,12,29,14,4,3,12,"41.038837","28.882001"
115,"405998.068","4545542.501",19,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,29,26,22,1,1,29,26,22,1,12,29,26,4,1,"41.038837","28.882001"
116,"406006.535","4545512.021",26,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,3,25,10,19,1,3,25,10,19,1,3,25,10,14,"41.038837","28.882001"
117,"406006.958","4545509.693",1,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,26,3,25,10,3,26,3,25,10,3,26,3,25,10,3,"41.038837","28.882001"
118,"406009.287","4545499.533",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,1,26,25,10,3,1,26,25,10,3,1,26,25,10,3,"41.038837","28.882001"
119,"406013.097","4545476.884",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,2,3,3,10,29,2,3,3,10,15,12,7,3,10,23,"41.038837","28.882001"
120,"406015.002","4545469.688",2,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,3,29,29,3,3,3,15,29,3,3,7,23,23,3,"41.038837","28.882001"
121,"406015.637","4545455.083",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,29,2,3,16,15,29,2,3,3,23,23,12,3,3,"41.038837","28.882001"
122,"406017.436","4545449.05",15,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,3,2,16,3,29,3,2,3,3,23,7,12,3,3,"41.038837","28.882001"
123,"406017.277","4545443.97",29,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,29,3,16,2,3,15,3,3,2,3,23,7,3,12,3,"41.038837","28.882001"
124,"406018.6","4545422.754",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,16,29,23,29,10,16,29,23,15,10,16,23,23,23,"41.038837","28.882001"
125,"406022.569","4545410.054",10,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,16,23,16,22,12,16,23,3,22,12,16,23,3,22,12,"41.037462","28.882385"
126,"406023.997","4545406.244",16,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,10,23,22,16,12,10,23,22,3,12,10,23,22,3,12,"41.037462","28.882385"
127,"406024.95","4545399.417",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,16,12,10,23,22,16,12,10,23,22,16,12,10,23,"41.037431","28.882422"
128,"406026.537","4545394.02",22,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,23,23,16,3,12,23,23,16,3,12,23,23,16,3,"41.037431","28.882422"
129,"406029.236","4545390.369",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,22,23,23,3,23,22,23,23,3,23,22,23,23,3,23,"41.037384","28.882471"
130,"406032.411","4545385.606",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,3,12,22,23,12,3,12,22,23,12,3,12,22,23,12,"41.037384","28.882471"
131,"406034.316","4545381.637",3,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,23,12,12,22,23,23,12,12,22,23,23,12,12,22,"41.037328","28.882537"
132,"406035.745","4545375.446",23,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,12,3,23,12,22,12,3,23,12,22,12,3,23,12,22,"41.037328","28.882537"
133,"406039.714","4545372.43",12,2013,"487415.2707","32.578","15.983","16.595","0.0668","3.89","4.964","3.507",14,"4.182",26,23,3,23,12,22,23,3,23,12,22,23,3,23,12,22,"41.037328","28.882537"
134,"405665.633","4546355.116",29,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,16,2,28,25,20,16,2,29,25,23,16,2,2,25,4,"41.046601","28.877996"
135,"405666.745","4546351.783",16,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,29,2,28,25,20,29,2,29,25,23,29,2,2,25,4,"41.046571","28.878009"
136,"405669.285","4546345.591",2,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,28,16,29,10,23,29,16,29,10,23,2,16,29,10,23,"41.046516","28.878041"
137,"405671.348","4546339.718",29,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,2,10,23,16,29,2,10,23,16,29,2,10,23,16,29,"41.046463","28.878066"
138,"405673.888","4546334.479",10,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,23,28,29,2,3,23,29,29,2,3,23,2,29,2,20,"41.046416","28.878097"
139,"405675.793","4546329.875",23,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,29,10,28,3,2,29,10,29,3,2,29,10,2,20,2,"41.046375","28.87812"
140,"405676.746","4546327.494",29,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,23,10,3,28,20,23,10,3,29,8,23,10,20,2,29,"41.046354","28.878132"
141,"405678.968","4546319.239",3,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,29,20,23,10,25,29,8,23,10,16,29,29,23,10,29,"41.04628","28.87816"
142,"405683.731","4546311.301",8,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,25,3,25,29,23,16,3,20,29,23,29,20,23,29,23,"41.046664","28.878191"
143,"405686.747","4546304.951",16,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,25,20,9,3,29,20,8,12,3,29,23,29,12,20,29,"41.046583","28.878245"
144,"405688.493","4546299.395",20,2013,"424231.3926","35.958","17.732","18.226","0.0848","3.84","4.863","3.36",13,"3.205",20,25,9,20,29,28,16,12,8,29,28,29,12,29,29,28,"41.046583","28.878245"
